id;tuits_ideas;#palabras;#longitud_ideas_tuits;tuit_o_idea;#etiquetadores;conoce_fuente;hecho_prom;contraar_prom;opinion_prom;argumento_prom;hecho_sum;contraar_sum;opinion_sum;argumento_sum;#menciones;#hashtags;#urls;replies_count;retweets_count;likes_count;reply_to
366;@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa;6;65;0;2;0;0.00;0.00;2.50;0.50;0.00;0.00;12.50;0.50;2;0;0;2;0;6;3
367;Delincuencia;1;12;0;1;1;0.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;0;0;0;2;0;6;3
368;Destrucción,vandalismo,asaltos a viviendas,amenazas;3;51;0;2;1;2.50;0.00;2.50;0.00;12.50;0.00;12.50;0.00;0;0;0;2;0;6;3
369;@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa;6;65;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;2;0;0;2;0;6;3
370;En cuanto a las protestas, otra cosa es acá en Quito;11;52;0;2;1;5.00;0.00;0.50;0.00;0.00;0.00;0.50;0.00;0;0;0;2;0;6;3
371;Viví en angustia con mi hijo en el Oriente trasladándose a trabajar;12;67;0;2;1;2.50;0.00;2.50;0.00;12.50;0.00;12.50;0.00;0;0;0;2;0;6;3
372;@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa. En cuanto a las protestas, otra cosa es acá en Quito.Destrucción,vandalismo,asaltos a viviendas,amenazas. Viví en angustia con mi hijo en el Oriente trasladándose a trabajar. Delincuencia;32;254;0;2;1;3.50;0.00;2.50;0.50;4.50;0.00;12.50;0.50;2;0;0;2;0;6;3
373;En cuanto a las protestas, otra cosa es acá en Quito;11;52;0;2;0;0.50;0.00;3.00;0.00;0.50;0.00;2.00;0.00;0;0;0;2;0;6;3
374;Viví en angustia con mi hijo en el Oriente trasladándose a trabajar;12;67;0;2;0;1.50;0.00;3.50;0.50;4.50;0.00;4.50;0.50;0;0;0;2;0;6;3
375;@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa. En cuanto a las protestas, otra cosa es acá en Quito.Destrucción,vandalismo,asaltos a viviendas,amenazas. Viví en angustia con mi hijo en el Oriente trasladándose a trabajar. Delincuencia;32;254;0;2;0;2.00;0.00;4.50;1.50;0.00;0.00;0.50;4.50;2;0;0;2;0;6;3
376;Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭;9;58;0;2;0;0.00;0.00;3.50;2.00;0.00;0.00;4.50;8.00;0;0;0;1;0;1;1
377;Estoy estresada porque mi hijo, su novia y amigos van a Tonsupa, me da miedo...Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭.;23;138;1;2;1;2.00;0.00;2.50;1.50;8.00;0.00;12.50;0.50;0;0;0;1;0;1;1
378;Estoy estresada porque mi hijo, su novia y amigos van a Tonsupa, me da miedo...Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭.;23;138;1;2;0;0.50;0.00;4.50;1.00;0.50;0.00;0.50;2.00;0;0;0;1;0;1;1
379;Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭;9;58;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;1;1
380;Estoy estresada porque mi hijo, su novia y amigos van a Tonsupa, me da miedo;15;76;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;0;0;0;1;0;1;1
381;Estoy estresada porque mi hijo, su novia y amigos van a Tonsupa, me da miedo;15;76;0;2;0;0.50;0.00;2.50;1.50;0.50;0.00;12.50;4.50;0;0;0;1;0;1;1
382;@LassoGuillermo Lo que honras es la corrupción y la delincuencia, ahí esta tu porquería de Gobierno: Caso Danubio Vagooooooo!!!;19;127;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;1;0;2
383;@LassoGuillermo Muy bien Señor Presidente;5;41;0;2;0;0.00;0.00;4.50;0.50;0.00;0.00;0.50;0.50;1;0;0;0;0;0;2
384;Pero la calentura no está en la sábanas;8;39;0;2;0;0.00;0.00;3.00;1.00;0.00;0.00;8.00;2.00;0;0;0;0;0;0;2
385;@LassoGuillermo Muy bien Señor Presidente;5;41;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
386;Pero la calentura no está en la sábanas;8;39;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
387;Llame a consulta popular para acabar con esas leyes brutales a favor de la delincuencia y en contra de los ciudadanos de a pie;24;126;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;0;0;0;0;0;0;2
388;@LassoGuillermo Muy bien Señor Presidente. Pero la calentura no está en la sábanas. Llame a consulta popular para acabar con esas leyes brutales a favor de la delincuencia y en contra de los ciudadanos de a pie.;37;211;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;1;0;0;0;0;0;2
389;Llame a consulta popular para acabar con esas leyes brutales a favor de la delincuencia y en contra de los ciudadanos de a pie;24;126;0;2;0;0.00;0.00;3.50;2.00;0.00;0.00;4.50;8.00;0;0;0;0;0;0;2
390;@LassoGuillermo Muy bien Señor Presidente. Pero la calentura no está en la sábanas. Llame a consulta popular para acabar con esas leyes brutales a favor de la delincuencia y en contra de los ciudadanos de a pie.;37;211;0;2;0;0.00;0.00;4.50;1.00;0.00;0.00;0.50;2.00;1;0;0;0;0;0;2
391;DELINCUENCIA CASADA;2;19;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
392;@eluniversocom ROBOlucion ciudadana = delincuencia organizada 🐀;7;64;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
393;@paultutiven URGE permiso para portar armas a sociedad civil -@LassoGuillermo la policía NO SE ABASTECE ANTE TANTA DELINCUENCIA.;18;128;1;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;2.00;2;0;0;1;1;2;2
394;@paultutiven URGE permiso para portar armas a sociedad civil -@LassoGuillermo la policía NO SE ABASTECE ANTE TANTA DELINCUENCIA.;18;128;1;2;0;1.00;0.00;4.00;2.50;2.00;0.00;2.00;4.50;2;0;0;1;1;2;2
395;@paultutiven URGE permiso para portar armas a sociedad civil -@LassoGuillermo la policía NO SE ABASTECE ANTE TANTA DELINCUENCIA;18;127;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;2;0;0;1;1;2;2
396;@joliepaitoo @Martinminguchi @ramirogarciaf Nada se compara a la corrupción y delincuencia organizada del correato;14;114;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;1;4
397;@joliepaitoo @Martinminguchi @ramirogarciaf Nada se compara a la corrupción y delincuencia organizada del correato;14;114;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;1;4
398;@joliepaitoo @Martinminguchi @ramirogarciaf Nada se compara a la corrupción y delincuencia organizada del correato;14;114;0;2;0;0.00;0.00;4.50;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;1;4
399;@MoniPalaciosZ Para disminuir la delincuencia en el Ecuador porque no solicitas a tu líder prófugo y su pandilla que vengan y se entreguen a la justicia y paguen por sus delitos;31;177;0;1;1;0.00;3.00;5.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
400;@MoniPalaciosZ Para disminuir la delincuencia en el Ecuador porque no solicitas a tu líder prófugo y su pandilla que vengan y se entreguen a la justicia y paguen por sus delitos;31;177;0;2;1;0.00;1.50;5.00;1.00;0.00;4.50;0.00;2.00;1;0;0;0;0;0;2
401;@MoniPalaciosZ Para disminuir la delincuencia en el Ecuador porque no solicitas a tu líder prófugo y su pandilla que vengan y se entreguen a la justicia y paguen por sus delitos;31;177;0;1;0;1.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
402;"@SofikaVikinga2 El ""reconocido empresario"" sólo en una esquina quien sabe donde!? Entendamos que TODOS estos asesinatos tienen origen en el narcotrafico y delincuencia organizada! 🤷🏻‍♂️";25;187;0;1;1;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;3;2
403;"@SofikaVikinga2 El ""reconocido empresario"" sólo en una esquina quien sabe donde!? Entendamos que TODOS estos asesinatos tienen origen en el narcotrafico y delincuencia organizada! 🤷🏻‍♂️";25;187;0;2;1;3.00;0.00;2.00;1.00;8.00;0.00;8.00;2.00;1;0;0;0;0;3;2
404;"@SofikaVikinga2 El ""reconocido empresario"" sólo en una esquina quien sabe donde!? Entendamos que TODOS estos asesinatos tienen origen en el narcotrafico y delincuencia organizada! 🤷🏻‍♂️";25;187;0;1;0;0.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;1;0;0;0;0;3;2
405;@FaustoJarrinT @RC5Pichincha @faustojarrinz La delincuencia en su mayor plenitud .;10;82;1;2;1;1.50;0.00;3.50;0.50;4.50;0.00;4.50;0.50;3;0;0;0;0;1;4
406;@FaustoJarrinT @RC5Pichincha @faustojarrinz La delincuencia en su mayor plenitud .;10;82;1;1;0;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;1;4
407;@FaustoJarrinT @RC5Pichincha @faustojarrinz La delincuencia en su mayor plenitud;9;80;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;3;0;0;0;0;1;4
408;co/UCykR0hcBb;1;13;0;2;1;0.50;0.00;4.00;0.50;0.50;0.00;2.00;0.50;0;0;0;110;111;284;1
409;"Quito tiene la oportunidad de renacer y Pichincha de continuar progresando; sin delincuencia, con vías seguras, trabajo, desarrollo permanente y ¡más oportunidades! ¡Con @PaolaPabonC a la Prefectura y @pabelml a la Alcaldía! #QuitoConPabel y #PichinchaConPaola @RC5Oficial https://t";37;282;0;1;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;3;2;1;110;111;284;1
410;"Quito tiene la oportunidad de renacer y Pichincha de continuar progresando; sin delincuencia, con vías seguras, trabajo, desarrollo permanente y ¡más oportunidades! ¡Con @PaolaPabonC a la Prefectura y @pabelml a la Alcaldía! #QuitoConPabel y #PichinchaConPaola @RC5Oficial https://t.co/UCykR0hcBb";37;296;0;2;1;0.50;0.00;4.50;1.00;0.50;0.00;0.50;2.00;3;2;1;110;111;284;1
411;"Quito tiene la oportunidad de renacer y Pichincha de continuar progresando; sin delincuencia, con vías seguras, trabajo, desarrollo permanente y ¡más oportunidades! ¡Con @PaolaPabonC a la Prefectura y @pabelml a la Alcaldía! #QuitoConPabel y #PichinchaConPaola @RC5Oficial https://t.co/UCykR0hcBb";37;296;0;1;0;0.00;0.00;2.00;5.00;0.00;0.00;0.00;0.00;3;2;1;110;111;284;1
412;Por qué? Será por qué no no hay robo tan descarado como la robolución ciudadana?... El pueblo ecuatoriano 🇪🇨 sabe lo que causaron en esos años de la delincuencia.;29;164;1;2;1;1.00;0.00;5.00;0.50;2.00;0.00;0.00;0.50;0;0;0;0;0;0;1
413;Por qué? Será por qué no no hay robo tan descarado como la robolución ciudadana?... El pueblo ecuatoriano 🇪🇨 sabe lo que causaron en esos años de la delincuencia.;29;164;1;1;0;0.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
414;El pueblo ecuatoriano 🇪🇨 sabe lo que causaron en esos años de la delincuencia;14;79;0;1;1;1.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
415;Por qué? Será por qué no no hay robo tan descarado como la robolución ciudadana?;15;80;0;1;1;1.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
416;El pueblo ecuatoriano 🇪🇨 sabe lo que causaron en esos años de la delincuencia;14;79;0;1;0;0.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
417;Por qué? Será por qué no no hay robo tan descarado como la robolución ciudadana?;15;80;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
418;A VOTAR BIEN!!;3;14;0;2;0;1.00;0.00;2.50;0.00;2.00;0.00;12.50;0.00;0;0;0;0;0;0;1
419;A VOTAR BIEN!!;3;14;0;1;1;0.00;0.00;2.00;3.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
420;@santiguarderas tu INUTILIDAD se desborda y es visible en toda la capital;12;73;0;1;1;1.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;1
421;#Quito no aguanta más, la primera ciudad con mayor desempleo del país, delincuencia, inseguridad, pobreza, mendicidad de familias enteras, infantes explotados laboralmente, vulnerados;23;183;0;1;1;3.00;0.00;2.00;4.00;0.00;0.00;0.00;0.00;0;1;0;0;0;0;1
422;.@santiguarderas tu INUTILIDAD se desborda y es visible en toda la capital. #Quito no aguanta más, la primera ciudad con mayor desempleo del país, delincuencia, inseguridad, pobreza, mendicidad de familias enteras, infantes explotados laboralmente, vulnerados. A VOTAR BIEN!!;38;275;0;2;1;2.00;0.00;4.50;3.50;2.00;0.00;0.50;0.50;1;1;0;0;0;0;1
423;@santiguarderas tu INUTILIDAD se desborda y es visible en toda la capital;12;73;0;2;0;1.00;0.50;4.00;0.50;2.00;0.50;2.00;0.50;1;0;0;0;0;0;1
424;#Quito no aguanta más, la primera ciudad con mayor desempleo del país, delincuencia, inseguridad, pobreza, mendicidad de familias enteras, infantes explotados laboralmente, vulnerados;23;183;0;2;0;3.50;0.00;3.50;1.00;0.50;0.00;4.50;2.00;0;1;0;0;0;0;1
425;.@santiguarderas tu INUTILIDAD se desborda y es visible en toda la capital. #Quito no aguanta más, la primera ciudad con mayor desempleo del país, delincuencia, inseguridad, pobreza, mendicidad de familias enteras, infantes explotados laboralmente, vulnerados. A VOTAR BIEN!!;38;275;0;2;0;3.50;0.50;3.00;2.00;4.50;0.50;8.00;2.00;1;1;0;0;0;0;1
426;@lahistoriaec Y ese presidente sin huevos festejando la independencia con flores ceremonias y todo y el pueblo luchando solo con la delincuencia, presidente q no sirve se bota;28;175;0;2;1;1.00;0.00;5.00;0.50;2.00;0.00;0.00;0.50;1;0;0;0;0;0;2
427;@lahistoriaec Y ese presidente sin huevos festejando la independencia con flores ceremonias y todo y el pueblo luchando solo con la delincuencia, presidente q no sirve se bota;28;175;0;2;0;2.50;0.00;4.00;1.50;12.50;0.00;2.00;4.50;1;0;0;0;0;0;2
428;Que complejo el tema, cada día la delincuencia no tiene límites!!;11;65;0;2;0;2.50;0.00;3.00;0.00;12.50;0.00;8.00;0.00;0;0;0;0;0;1;1
429;Que complejo el tema, cada día la delincuencia no tiene límites!!;11;65;0;2;1;1.50;0.00;5.00;0.50;0.50;0.00;0.00;0.50;0;0;0;0;0;1;1
430;@LassoGuillermo la delincuencia se ha tomado el país y lo está matando y acabando, no podemos estar tranquilos en ningún lado, este país no es bueno para vivir, para invertir, para hacer turismo, qué nos queda!!!? Hasta cuando!?;38;228;0;2;1;1.50;0.00;5.00;3.00;4.50;0.00;0.00;2.00;1;0;0;0;0;1;1
431;@LassoGuillermo la delincuencia se ha tomado el país y lo está matando y acabando, no podemos estar tranquilos en ningún lado, este país no es bueno para vivir, para invertir, para hacer turismo, qué nos queda!!!? Hasta cuando!?;38;228;0;2;0;2.50;0.00;5.00;1.50;4.50;0.00;0.00;4.50;1;0;0;0;0;1;1
432;pobre país;2;10;0;2;0;2.00;0.00;3.00;0.00;8.00;0.00;8.00;0.00;0;0;0;0;0;0;1
433;pobre gente;2;11;0;2;0;1.00;0.00;3.50;0.00;2.00;0.00;4.50;0.00;0;0;0;0;0;0;1
434;pobre pueblo;2;12;0;2;0;1.00;0.00;3.50;0.00;2.00;0.00;4.50;0.00;0;0;0;0;0;0;1
435;un idiot a emocional;4;20;0;2;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
436;simplemente es un ret razado mental;6;35;0;2;0;1.00;0.00;5.00;0.00;2.00;0.00;0.00;0.00;0;0;0;0;0;0;1
437;gob ernados por un manatí co y fascistoide;8;42;0;2;0;0.50;0.00;5.00;0.00;0.50;0.00;0.00;0.00;0;0;0;0;0;0;1
438;pobre país;2;10;0;2;1;0.00;0.00;3.50;0.00;0.00;0.00;4.50;0.00;0;0;0;0;0;0;1
439;pobre gente;2;11;0;2;1;0.00;0.00;4.00;0.50;0.00;0.00;2.00;0.50;0;0;0;0;0;0;1
440;pobre pueblo;2;12;0;2;1;0.00;0.00;4.00;0.50;0.00;0.00;2.00;0.50;0;0;0;0;0;0;1
441;un idiot a emocional;4;20;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
442;simplemente es un ret razado mental;6;35;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
443;gob ernados por un manatí co y fascistoide;8;42;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;2.00;0;0;0;0;0;0;1
444;ahora en tiendo el porqué nos en tregó a la delincuencia que es parte del conviví r y hábitos y manejos de él;23;109;0;2;1;0.50;0.00;5.00;1.50;0.50;0.00;0.00;0.50;0;0;0;0;0;0;1
445;..simplemente es un ret razado mental..un idiot a emocional..!.ahora en tiendo el porqué nos en tregó a la delincuencia que es parte del conviví r y hábitos y manejos de él.pobre país.pobre gente.pobre pueblo.gob ernados por un manatí co y fascistoide..!.;41;255;0;2;1;0.50;0.00;4.50;3.00;0.50;0.00;0.50;2.00;0;0;0;0;0;0;1
446;ahora en tiendo el porqué nos en tregó a la delincuencia que es parte del conviví r y hábitos y manejos de él;23;109;0;2;0;1.50;0.00;3.50;1.00;4.50;0.00;4.50;2.00;0;0;0;0;0;0;1
447;..simplemente es un ret razado mental..un idiot a emocional..!.ahora en tiendo el porqué nos en tregó a la delincuencia que es parte del conviví r y hábitos y manejos de él.pobre país.pobre gente.pobre pueblo.gob ernados por un manatí co y fascistoide..!.;41;255;0;2;0;1.00;0.00;5.00;1.00;2.00;0.00;0.00;2.00;0;0;0;0;0;0;1
448;Empezamos con @FernidanAz87 y los 2 defensores de deli;9;54;0;2;0;0.00;0.00;2.50;0.00;0.00;0.00;12.50;0.00;1;0;0;0;0;0;5
449;Empezamos con @FernidanAz87 y los 2 defensores de deli;9;54;0;2;1;0.00;0.00;2.50;1.00;0.00;0.00;12.50;2.00;1;0;0;0;0;0;5
450;"@radiosonorama @FerdinanAZ87 @LassoGuillermo @AparicioCaicedo La moralidad y limpieza de casa debe iniciarse con una mayor transparencia aplicando el 3x1; renuncia de 3 asambleístas y 1 de ejecutivo";27;198;0;2;1;0.00;0.00;4.50;0.50;0.00;0.00;0.50;0.50;4;0;0;0;0;0;5
451;"@radiosonorama @FerdinanAZ87 @LassoGuillermo @AparicioCaicedo La moralidad y limpieza de casa debe iniciarse con una mayor transparencia aplicando el 3x1; renuncia de 3 asambleístas y 1 de ejecutivo. Empezamos con @FernidanAz87 y los 2 defensores de deli";36;254;0;2;1;0.00;0.00;4.50;0.50;0.00;0.00;0.50;0.50;5;0;0;0;0;0;5
452;"@radiosonorama @FerdinanAZ87 @LassoGuillermo @AparicioCaicedo La moralidad y limpieza de casa debe iniciarse con una mayor transparencia aplicando el 3x1; renuncia de 3 asambleístas y 1 de ejecutivo";27;198;0;2;0;2.50;0.00;3.50;1.00;12.50;0.00;4.50;2.00;4;0;0;0;0;0;5
453;"@radiosonorama @FerdinanAZ87 @LassoGuillermo @AparicioCaicedo La moralidad y limpieza de casa debe iniciarse con una mayor transparencia aplicando el 3x1; renuncia de 3 asambleístas y 1 de ejecutivo. Empezamos con @FernidanAz87 y los 2 defensores de deli";36;254;0;2;0;2.50;0.00;4.00;2.50;12.50;0.00;2.00;12.50;5;0;0;0;0;0;5
454;#HojaDeRuta #Inseguridad #Delincuencia https://t;4;48;0;2;0;0.00;0.00;2.50;0.00;0.00;0.00;12.50;0.00;0;3;1;0;11;5;1
455;co/RVgHBPcEui;1;13;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;11;5;1
456;#HojaDeRuta #Inseguridad #Delincuencia https://t;4;48;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;3;1;0;11;5;1
457;En el sitio se establecen agentes de criminalística y Dinased para tomar procedimiento de este hecho violento;17;109;0;2;1;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;11;5;1
458;🔴 #ATENCIÓN 🔴 Se registra un nuevo caso de sicariato en la urbanización Villa Club, parroquia Aurora, cantón #Daule;19;117;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;2;0;0;11;5;1
459;🔴 #ATENCIÓN 🔴 Se registra un nuevo caso de sicariato en la urbanización Villa Club, parroquia Aurora, cantón #Daule. En el sitio se establecen agentes de criminalística y Dinased para tomar procedimiento de este hecho violento. #HojaDeRuta #Inseguridad #Delincuencia https://t.co/RVgHBPcEui;40;292;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;5;1;0;11;5;1
460;En el sitio se establecen agentes de criminalística y Dinased para tomar procedimiento de este hecho violento;17;109;0;2;0;4.50;0.00;0.00;0.50;0.50;0.00;0.00;0.50;0;0;0;0;11;5;1
461;🔴 #ATENCIÓN 🔴 Se registra un nuevo caso de sicariato en la urbanización Villa Club, parroquia Aurora, cantón #Daule;19;117;0;2;0;4.00;0.00;2.50;0.50;2.00;0.00;12.50;0.50;0;2;0;0;11;5;1
462;🔴 #ATENCIÓN 🔴 Se registra un nuevo caso de sicariato en la urbanización Villa Club, parroquia Aurora, cantón #Daule. En el sitio se establecen agentes de criminalística y Dinased para tomar procedimiento de este hecho violento. #HojaDeRuta #Inseguridad #Delincuencia https://t.co/RVgHBPcEui;40;292;0;2;0;5.00;0.00;0.00;1.50;0.00;0.00;0.00;4.50;0;5;1;0;11;5;1
463;@santiguarderas @MunicipioQuito así como pones a cuidar a Picachu deberían poner agentes en San Roque en todo el perímetro por que la delincuencia está fatal hoy me salve, pero no correré con suerte todo el tiempo.;36;214;1;2;1;3.00;1.00;3.00;0.00;2.00;2.00;2.00;0.00;2;0;0;0;0;0;1
464;@santiguarderas @MunicipioQuito así como pones a cuidar a Picachu deberían poner agentes en San Roque en todo el perímetro por que la delincuencia está fatal hoy me salve, pero no correré con suerte todo el tiempo.;36;214;1;2;0;0.50;0.00;5.00;1.00;0.50;0.00;0.00;2.00;2;0;0;0;0;0;1
465;@santiguarderas @MunicipioQuito así como pones a cuidar a Picachu deberían poner agentes en San Roque en todo el perímetro por que la delincuencia está fatal hoy me salve, pero no correré con suerte todo el tiempo;36;213;0;2;1;3.00;1.00;3.00;0.00;2.00;2.00;2.00;0.00;2;0;0;0;0;0;1
466;Gracias mi líder!!! 😂😁😭;4;26;0;2;0;0.00;0.00;4.50;0.00;0.00;0.00;0.50;0.00;0;0;0;0;0;0;2
467;Gracias mi líder!!! 😂😁😭;4;26;0;1;1;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
468;Gracias mi líder!!! 😂😁😭;4;26;0;2;1;1.00;0.00;4.50;0.00;2.00;0.00;0.50;0.00;0;0;0;0;0;0;2
469;@LassoGuillermo Tanta libertad que la delincuencia y el asesinato es algo normal, pero protestar por derechos es reprimido por armamento letal. Gracias mi líder!!! 😂😁😭;25;170;1;2;1;1.50;0.00;4.50;3.50;0.50;0.00;0.50;0.50;1;0;0;0;0;0;2
470;@LassoGuillermo Tanta libertad que la delincuencia y el asesinato es algo normal, pero protestar por derechos es reprimido por armamento letal. Gracias mi líder!!! 😂😁😭;25;170;1;2;0;0.50;0.00;5.00;2.00;0.50;0.00;0.00;8.00;1;0;0;0;0;0;2
471;@LassoGuillermo Tanta libertad que la delincuencia y el asesinato es algo normal, pero protestar por derechos es reprimido por armamento letal;21;142;0;2;1;1.50;0.00;4.50;3.00;0.50;0.00;0.50;0.00;1;0;0;0;0;0;2
